age,education,employment,income,marital,children,housing,vehicle,health,region
59,vocational,employed,middle,single,2_plus,mortgage,2_plus,fair,suburban
29,bachelor,employed,middle,married,2_plus,rent,1,fair,urban
40,bachelor,employed,middle,married,2_plus,owned,1,good,urban
84,vocational,retired,middle,married,2_plus,mortgage,0,good,suburban
19,high_school,student,middle,single,0,mortgage,1,fair,urban
29,postgraduate,employed,low,married,2_plus,rent,1,good,urban
75,bachelor,retired,high,married,2_plus,rent,1,poor,suburban
55,high_school,employed,middle,single,0,owned,1,good,urban
41,bachelor,employed,high,married,2_plus,owned,1,good,suburban
29,high_school,employed,middle,married,1,rent,0,good,suburban
80,high_school,retired,low,married,2_plus,owned,1,fair,suburban
50,bachelor,employed,high,separated,2_plus,rent,2_plus,fair,urban
81,bachelor,employed,high,single,0,mortgage,1,good,suburban
60,postgraduate,student,middle,married,2_plus,owned,2_plus,poor,rural
36,high_school,employed,middle,separated,2_plus,rent,0,good,urban
44,high_school,employed,low,single,1,rent,0,fair,urban
37,high_school,employed,middle,married,2_plus,mortgage,1,fair,suburban
78,bachelor,retired,high,married,2_plus,rent,1,good,urban
61,high_school,employed,middle,married,2_plus,mortgage,1,fair,urban
54,vocational,employed,middle,married,2_plus,owned,2_plus,fair,suburban
78,high_school,retired,middle,married,0,rent,0,good,urban
56,vocational,employed,middle,single,0,rent,0,good,suburban
40,high_school,employed,low,single,0,rent,0,poor,suburban
26,vocational,employed,low,married,2_plus,rent,2_plus,poor,urban
44,high_school,employed,low,married,2_plus,rent,0,good,urban
38,bachelor,student,low,separated,2_plus,rent,1,poor,suburban
83,postgraduate,retired,middle,single,1,owned,0,poor,urban
53,bachelor,employed,middle,single,0,rent,0,good,urban
56,vocational,employed,middle,married,2_plus,owned,2_plus,good,urban
26,bachelor,employed,middle,married,2_plus,rent,1,fair,urban
32,bachelor,employed,low,married,2_plus,rent,0,good,urban
55,bachelor,employed,high,separated,2_plus,owned,1,good,rural
33,high_school,employed,low,married,0,owned,0,good,rural
42,high_school,employed,middle,single,0,mortgage,0,fair,urban
37,high_school,employed,low,single,1,rent,0,good,urban
26,vocational,employed,middle,married,1,mortgage,1,good,urban
62,vocational,self_employed,middle,married,1,mortgage,2_plus,good,rural
36,high_school,employed,low,separated,0,owned,2_plus,good,urban
27,high_school,employed,middle,single,0,mortgage,1,good,urban
40,bachelor,employed,middle,married,1,mortgage,1,fair,urban
64,high_school,employed,middle,married,1,mortgage,1,good,urban
57,vocational,employed,middle,married,2_plus,owned,1,good,urban
73,high_school,retired,low,married,2_plus,owned,0,good,suburban
58,postgraduate,employed,middle,married,2_plus,rent,1,fair,suburban
46,bachelor,employed,high,married,2_plus,owned,1,fair,urban
48,bachelor,self_employed,low,single,0,rent,0,good,urban
47,vocational,employed,middle,single,0,mortgage,2_plus,good,suburban
80,bachelor,self_employed,high,married,0,rent,1,poor,suburban
79,vocational,retired,low,single,0,rent,2_plus,poor,rural
51,bachelor,unemployed,low,married,0,rent,0,fair,urban
27,vocational,self_employed,middle,separated,0,mortgage,1,fair,suburban
43,high_school,employed,middle,married,0,owned,1,poor,urban
23,bachelor,employed,middle,married,2_plus,mortgage,1,good,urban
43,high_school,employed,middle,single,0,rent,1,good,urban
27,vocational,employed,middle,married,1,rent,1,good,suburban
58,vocational,employed,middle,married,0,owned,1,good,urban
61,high_school,employed,middle,single,0,mortgage,1,good,suburban
54,vocational,employed,middle,separated,2_plus,rent,2_plus,fair,rural
25,high_school,employed,middle,married,2_plus,rent,0,good,urban
63,bachelor,self_employed,middle,married,1,rent,1,good,urban
80,high_school,employed,middle,single,0,owned,1,good,urban
49,postgraduate,self_employed,middle,married,1,rent,1,fair,suburban
22,vocational,student,high,separated,2_plus,mortgage,0,good,urban
40,postgraduate,employed,low,single,0,owned,1,fair,urban
64,high_school,employed,low,married,0,mortgage,0,fair,urban
58,bachelor,employed,middle,single,0,owned,1,fair,suburban
51,bachelor,employed,middle,married,0,rent,1,good,urban
58,vocational,employed,middle,single,0,mortgage,1,poor,urban
36,bachelor,employed,high,single,1,mortgage,0,good,suburban
37,high_school,self_employed,low,single,0,owned,0,fair,suburban
79,postgraduate,retired,low,single,2_plus,owned,0,good,suburban
25,vocational,employed,low,married,1,rent,0,good,urban
20,high_school,unemployed,low,married,1,mortgage,2_plus,good,urban
72,postgraduate,retired,middle,separated,0,rent,1,poor,suburban
51,bachelor,student,middle,married,2_plus,owned,1,fair,urban
54,bachelor,employed,middle,married,0,owned,2_plus,good,urban
19,high_school,employed,middle,married,2_plus,mortgage,0,good,suburban
49,vocational,employed,middle,single,2_plus,rent,0,fair,suburban
