age,education,employment,income,marital,children,housing,vehicle,health,region
46,vocational,employed,low,married,0,rent,0,good,suburban
25,vocational,employed,middle,married,0,rent,0,fair,urban
19,high_school,student,low,single,0,mortgage,0,good,urban
58,bachelor,self_employed,low,separated,2_plus,mortgage,0,good,urban
62,vocational,retired,middle,married,2_plus,owned,0,good,suburban
36,postgraduate,employed,middle,married,2_plus,mortgage,1,good,rural
60,bachelor,employed,middle,married,2_plus,owned,0,fair,suburban
80,high_school,self_employed,middle,married,0,owned,2_plus,poor,suburban
46,bachelor,employed,middle,married,1,owned,1,fair,suburban
83,bachelor,retired,middle,married,2_plus,owned,0,fair,urban
37,high_school,unemployed,low,married,2_plus,mortgage,0,good,rural
30,vocational,unemployed,low,single,0,rent,0,fair,rural
47,high_school,unemployed,middle,married,2_plus,owned,1,good,rural
55,postgraduate,employed,high,single,2_plus,owned,1,fair,urban
70,vocational,employed,low,married,0,owned,0,poor,urban
42,postgraduate,self_employed,middle,married,2_plus,mortgage,0,fair,urban
18,high_school,employed,low,single,0,rent,0,good,suburban
53,bachelor,employed,high,married,2_plus,owned,1,poor,rural
47,high_school,employed,low,married,2_plus,owned,1,fair,rural
79,postgraduate,employed,middle,married,0,owned,1,fair,urban
62,bachelor,employed,low,married,2_plus,owned,1,poor,urban
83,vocational,retired,middle,married,0,owned,0,fair,rural
63,bachelor,employed,high,married,1,owned,1,good,urban
20,bachelor,student,low,single,0,rent,2_plus,good,suburban
75,high_school,retired,middle,married,0,rent,0,poor,urban
22,bachelor,student,low,separated,0,mortgage,0,good,suburban
27,vocational,employed,low,married,0,rent,0,poor,suburban
63,high_school,employed,middle,single,2_plus,owned,1,fair,rural
35,postgraduate,employed,middle,married,2_plus,owned,1,good,urban
62,vocational,employed,low,married,2_plus,rent,0,good,urban
59,vocational,employed,middle,single,0,rent,1,good,urban
38,vocational,employed,middle,married,2_plus,mortgage,1,good,rural
45,postgraduate,employed,middle,married,1,mortgage,2_plus,good,rural
20,bachelor,employed,middle,separated,0,rent,1,good,urban
47,postgraduate,self_employed,middle,married,1,rent,1,good,rural
49,bachelor,employed,middle,single,2_plus,mortgage,0,fair,rural
71,vocational,retired,low,married,2_plus,rent,1,poor,suburban
29,bachelor,employed,middle,married,1,rent,1,fair,urban
53,high_school,employed,low,single,1,mortgage,1,good,urban
79,bachelor,retired,middle,married,2_plus,owned,2_plus,good,suburban
59,vocational,unemployed,low,married,2_plus,rent,0,fair,rural
33,bachelor,student,low,married,0,rent,1,fair,urban
47,postgraduate,employed,low,married,2_plus,mortgage,1,fair,suburban
64,bachelor,employed,high,married,2_plus,mortgage,1,fair,urban
49,high_school,unemployed,low,married,2_plus,rent,1,good,rural
33,vocational,employed,middle,single,0,owned,0,good,rural
37,bachelor,employed,middle,married,2_plus,mortgage,1,poor,urban
35,high_school,employed,middle,single,0,mortgage,0,good,urban
57,vocational,employed,low,married,2_plus,owned,0,poor,suburban
28,high_school,employed,middle,single,0,owned,1,fair,rural
63,postgraduate,employed,high,single,0,owned,2_plus,fair,rural
81,bachelor,employed,low,separated,1,owned,2_plus,fair,urban
56,bachelor,retired,low,separated,2_plus,rent,0,good,suburban
30,vocational,self_employed,low,single,0,rent,0,good,rural
22,bachelor,student,low,single,0,rent,0,good,urban
24,bachelor,student,low,single,0,rent,1,good,suburban
35,vocational,employed,middle,single,0,mortgage,1,good,urban
75,high_school,retired,middle,married,2_plus,rent,0,poor,urban
31,bachelor,unemployed,low,married,2_plus,rent,0,fair,suburban
21,bachelor,student,middle,single,0,rent,2_plus,good,suburban
24,bachelor,student,low,married,1,mortgage,0,good,suburban
49,vocational,employed,low,married,2_plus,mortgage,0,fair,suburban
47,bachelor,employed,middle,married,2_plus,rent,1,good,suburban
56,bachelor,self_employed,high,single,0,owned,1,fair,suburban
48,vocational,employed,middle,married,0,mortgage,0,good,rural
25,vocational,unemployed,low,married,2_plus,rent,1,poor,urban
44,bachelor,employed,high,separated,1,owned,0,fair,urban
39,bachelor,employed,middle,married,2_plus,mortgage,1,good,urban
27,bachelor,employed,middle,single,0,rent,1,fair,urban
31,high_school,employed,high,married,1,rent,1,good,urban
61,bachelor,employed,middle,single,2_plus,owned,1,good,urban
63,vocational,employed,middle,married,1,mortgage,1,good,urban
53,bachelor,employed,middle,single,1,owned,0,fair,suburban
48,high_school,employed,middle,married,2_plus,mortgage,1,good,urban
33,postgraduate,employed,middle,married,2_plus,rent,1,poor,urban
20,vocational,employed,middle,single,0,rent,0,good,urban
35,high_school,self_employed,low,married,2_plus,rent,0,poor,rural
61,high_school,employed,middle,single,2_plus,owned,1,fair,suburban
23,high_school,employed,middle,single,0,rent,0,good,urban
56,bachelor,self_employed,high,married,2_plus,owned,2_plus,good,rural
52,vocational,self_employed,middle,single,0,owned,2_plus,fair,rural
19,vocational,employed,low,single,0,owned,0,fair,urban
73,vocational,retired,middle,married,2_plus,owned,2_plus,fair,rural
61,vocational,employed,low,married,1,rent,0,fair,urban
39,bachelor,employed,high,married,0,owned,0,good,urban
35,high_school,employed,low,married,1,rent,0,good,urban
60,vocational,employed,middle,married,1,owned,0,good,urban
23,bachelor,student,low,single,0,rent,0,good,urban
26,bachelor,employed,middle,single,0,mortgage,0,good,rural
30,vocational,employed,low,married,0,rent,0,good,urban
55,bachelor,self_employed,low,married,1,owned,0,good,urban
75,vocational,retired,low,married,2_plus,rent,0,poor,suburban
25,vocational,retired,low,single,0,rent,0,good,suburban
31,postgraduate,employed,high,single,0,mortgage,1,fair,rural
27,vocational,self_employed,high,married,1,rent,2_plus,fair,urban
43,high_school,employed,middle,single,0,mortgage,0,good,suburban
29,high_school,employed,low,married,0,mortgage,1,fair,urban
78,bachelor,retired,middle,separated,2_plus,owned,2_plus,fair,suburban
66,vocational,retired,middle,married,1,owned,2_plus,fair,suburban
73,bachelor,retired,middle,married,2_plus,owned,1,fair,suburban
59,vocational,retired,low,married,2_plus,rent,1,fair,urban
61,high_school,employed,middle,single,2_plus,owned,1,good,suburban
40,vocational,employed,middle,married,2_plus,rent,1,good,urban
50,high_school,retired,middle,married,2_plus,owned,1,good,suburban
45,vocational,employed,low,single,1,mortgage,1,fair,suburban
30,high_school,employed,middle,single,0,rent,1,good,urban
59,postgraduate,employed,high,single,2_plus,mortgage,1,fair,urban
26,bachelor,employed,middle,married,0,rent,2_plus,good,suburban
56,postgraduate,retired,middle,married,0,owned,0,fair,suburban
63,high_school,employed,middle,married,1,mortgage,0,fair,suburban
48,vocational,employed,middle,married,1,mortgage,1,fair,rural
39,vocational,self_employed,high,married,2_plus,rent,1,good,suburban
59,postgraduate,self_employed,middle,married,2_plus,rent,0,fair,urban
51,high_school,employed,low,married,2_plus,owned,0,fair,urban
33,bachelor,employed,low,single,0,rent,0,fair,urban
39,high_school,employed,middle,separated,2_plus,rent,1,good,urban
28,postgraduate,employed,middle,single,1,rent,1,fair,urban
64,high_school,retired,middle,married,2_plus,rent,0,good,urban
76,vocational,retired,low,married,2_plus,owned,2_plus,poor,rural
33,bachelor,student,low,single,0,rent,1,good,urban
52,bachelor,employed,middle,separated,2_plus,mortgage,1,good,urban
61,bachelor,self_employed,low,separated,1,rent,0,good,suburban
24,bachelor,student,low,single,0,rent,0,good,suburban
51,bachelor,employed,middle,married,1,mortgage,1,good,urban
27,vocational,employed,middle,married,0,rent,2_plus,good,urban
37,postgraduate,employed,high,married,2_plus,mortgage,2_plus,fair,urban
53,vocational,employed,high,single,0,owned,1,good,rural
39,bachelor,employed,high,married,0,owned,2_plus,good,urban
51,high_school,employed,high,married,2_plus,owned,1,fair,suburban
24,high_school,employed,low,single,0,rent,0,good,urban
71,high_school,retired,middle,single,0,mortgage,1,poor,suburban
48,bachelor,employed,high,separated,2_plus,owned,1,good,suburban
46,bachelor,employed,middle,married,0,rent,2_plus,poor,suburban
37,bachelor,unemployed,low,single,2_plus,owned,1,good,rural
60,high_school,employed,middle,married,2_plus,owned,1,good,rural
61,high_school,employed,middle,separated,1,owned,1,fair,rural
18,bachelor,employed,middle,single,0,rent,1,good,urban
18,high_school,employed,middle,single,0,rent,2_plus,good,rural
55,vocational,self_employed,low,separated,2_plus,mortgage,0,good,suburban
51,bachelor,retired,middle,married,2_plus,owned,2_plus,good,rural
56,vocational,employed,middle,married,1,owned,0,fair,urban
42,vocational,employed,low,married,2_plus,owned,0,good,suburban
59,bachelor,employed,high,separated,2_plus,rent,2_plus,good,suburban
76,postgraduate,retired,low,married,1,owned,1,fair,urban
56,high_school,employed,low,single,0,owned,0,good,rural
38,bachelor,employed,middle,single,0,rent,0,good,suburban
43,vocational,employed,middle,married,2_plus,owned,2_plus,fair,suburban
41,postgraduate,unemployed,middle,married,2_plus,rent,1,good,urban
47,vocational,employed,middle,married,1,rent,0,good,urban
31,bachelor,employed,high,married,2_plus,mortgage,1,good,suburban
60,high_school,employed,middle,single,2_plus,rent,2_plus,good,urban
43,bachelor,employed,low,single,2_plus,mortgage,1,good,suburban
40,bachelor,employed,middle,married,0,mortgage,2_plus,good,suburban
27,high_school,unemployed,middle,single,0,rent,1,good,rural
56,bachelor,employed,middle,single,0,mortgage,1,good,urban
58,bachelor,employed,high,married,2_plus,owned,1,fair,urban
40,vocational,employed,middle,married,2_plus,mortgage,1,good,urban
52,postgraduate,self_employed,high,single,2_plus,owned,2_plus,fair,rural
51,bachelor,employed,high,single,2_plus,rent,1,good,urban
25,vocational,employed,middle,single,0,owned,1,good,suburban
27,postgraduate,self_employed,high,married,0,mortgage,2_plus,fair,suburban
56,vocational,employed,middle,married,1,owned,1,fair,urban
39,high_school,unemployed,low,married,2_plus,owned,1,good,rural
70,vocational,retired,low,married,1,mortgage,1,poor,urban
20,high_school,employed,low,single,0,owned,0,good,suburban
45,postgraduate,self_employed,high,separated,2_plus,mortgage,1,good,urban
54,vocational,employed,low,married,0,rent,0,good,rural
63,high_school,retired,low,married,2_plus,owned,0,fair,rural
76,postgraduate,employed,middle,married,2_plus,owned,2_plus,poor,urban
26,vocational,employed,middle,married,1,mortgage,2_plus,fair,rural
64,vocational,employed,middle,married,0,owned,1,good,urban
48,vocational,self_employed,middle,single,1,rent,2_plus,fair,suburban
46,high_school,unemployed,low,married,2_plus,owned,1,good,urban
52,high_school,employed,middle,married,1,mortgage,1,good,rural
46,vocational,employed,low,single,2_plus,mortgage,0,poor,rural
60,high_school,retired,middle,married,2_plus,owned,1,good,urban
61,vocational,employed,low,married,2_plus,owned,0,good,urban
80,postgraduate,retired,low,single,0,owned,1,poor,urban
58,vocational,employed,middle,single,1,owned,1,good,urban
40,bachelor,employed,high,married,2_plus,owned,2_plus,fair,urban
48,postgraduate,employed,high,separated,0,owned,2_plus,fair,urban
34,high_school,employed,low,single,0,rent,0,good,urban
31,vocational,employed,high,married,0,rent,2_plus,good,rural
55,postgraduate,unemployed,middle,single,1,mortgage,1,fair,urban
30,vocational,employed,middle,married,1,rent,1,good,urban
30,vocational,employed,middle,married,1,rent,1,fair,rural
25,bachelor,student,low,married,1,mortgage,0,good,urban
66,postgraduate,employed,middle,married,2_plus,mortgage,1,poor,suburban
29,bachelor,employed,middle,married,0,rent,0,good,urban
21,high_school,student,low,single,0,rent,1,good,rural
53,vocational,employed,middle,married,2_plus,mortgage,0,poor,urban
71,vocational,retired,middle,married,0,owned,2_plus,fair,rural
51,vocational,employed,middle,married,0,mortgage,1,good,rural
48,bachelor,employed,middle,married,2_plus,mortgage,1,poor,rural
42,postgraduate,employed,high,married,2_plus,mortgage,1,good,urban
39,postgraduate,employed,middle,married,2_plus,mortgage,0,poor,suburban
61,vocational,employed,middle,single,1,owned,1,good,suburban
34,bachelor,employed,middle,single,0,owned,1,poor,rural
39,bachelor,employed,middle,married,1,owned,1,good,suburban
48,bachelor,employed,middle,married,2_plus,owned,0,good,suburban
81,vocational,self_employed,low,married,2_plus,owned,1,poor,suburban
32,bachelor,employed,low,single,0,rent,0,good,rural
57,high_school,employed,middle,married,2_plus,owned,1,poor,suburban
63,high_school,employed,middle,separated,2_plus,owned,0,good,urban
52,vocational,unemployed,low,single,2_plus,owned,0,good,suburban
