age,education,employment,income,marital,children,housing,vehicle,health,region
48,high_school,employed,middle,married,2_plus,owned,1,good,urban
36,vocational,unemployed,low,married,2_plus,rent,0,good,urban
25,bachelor,employed,middle,single,2_plus,owned,0,good,suburban
32,vocational,employed,high,single,0,rent,1,good,suburban
57,postgraduate,employed,low,single,2_plus,rent,0,good,urban
32,postgraduate,student,middle,single,0,owned,1,fair,urban
26,postgraduate,retired,middle,married,2_plus,mortgage,0,fair,urban
36,bachelor,retired,middle,married,2_plus,mortgage,1,good,suburban
39,vocational,employed,middle,married,1,owned,1,good,rural
32,bachelor,employed,middle,married,2_plus,rent,0,good,urban
79,high_school,employed,middle,single,2_plus,mortgage,0,good,rural
34,high_school,retired,middle,separated,2_plus,rent,1,good,urban
54,high_school,retired,low,single,0,owned,0,good,urban
24,high_school,employed,high,single,2_plus,owned,2_plus,good,rural
68,high_school,retired,middle,married,2_plus,mortgage,0,poor,urban
85,bachelor,retired,low,single,2_plus,rent,0,good,urban
54,bachelor,employed,low,married,1,owned,2_plus,good,suburban
35,bachelor,employed,high,married,1,mortgage,1,good,urban
46,vocational,employed,middle,separated,2_plus,mortgage,0,fair,suburban
59,high_school,self_employed,middle,married,1,owned,1,fair,urban
47,bachelor,employed,middle,single,0,owned,1,poor,urban
33,bachelor,employed,middle,married,2_plus,owned,0,fair,urban
64,postgraduate,employed,high,married,0,mortgage,2_plus,fair,urban
75,vocational,retired,low,single,0,rent,2_plus,fair,rural
52,bachelor,employed,low,married,2_plus,owned,0,fair,urban
45,postgraduate,employed,middle,married,2_plus,mortgage,1,good,urban
55,vocational,student,middle,single,0,rent,1,good,rural
35,bachelor,employed,high,single,0,owned,1,good,rural
35,bachelor,employed,middle,married,2_plus,owned,0,good,suburban
70,postgraduate,employed,high,single,2_plus,mortgage,1,poor,rural
59,high_school,employed,low,separated,2_plus,mortgage,0,good,suburban
40,vocational,employed,low,separated,2_plus,rent,1,good,urban
32,bachelor,employed,low,married,1,rent,1,fair,suburban
57,bachelor,employed,middle,single,2_plus,rent,2_plus,fair,urban
34,high_school,student,low,separated,2_plus,rent,0,good,suburban
34,postgraduate,employed,low,married,2_plus,owned,0,fair,urban
55,bachelor,employed,high,single,0,owned,2_plus,fair,rural
38,high_school,employed,middle,married,1,mortgage,1,fair,urban
20,bachelor,self_employed,middle,single,0,mortgage,0,good,suburban
83,bachelor,retired,high,married,0,owned,2_plus,poor,rural
42,bachelor,unemployed,low,married,1,mortgage,1,fair,suburban
33,bachelor,employed,middle,single,0,owned,1,good,suburban
53,vocational,employed,middle,married,2_plus,rent,1,good,urban
25,high_school,employed,high,single,1,owned,2_plus,good,rural
29,high_school,employed,low,single,0,owned,1,good,suburban
49,high_school,employed,middle,separated,1,rent,1,poor,suburban
47,vocational,employed,middle,married,2_plus,mortgage,0,good,urban
53,postgraduate,unemployed,low,separated,1,rent,0,fair,rural
51,vocational,employed,low,single,0,owned,0,fair,urban
40,bachelor,employed,middle,married,1,mortgage,0,good,urban
55,vocational,employed,middle,married,2_plus,rent,1,good,suburban
19,bachelor,employed,high,married,2_plus,rent,1,good,suburban
45,bachelor,employed,low,married,2_plus,mortgage,0,fair,rural
31,vocational,employed,middle,married,2_plus,rent,2_plus,good,urban
32,high_school,self_employed,low,single,1,owned,0,good,rural
46,high_school,employed,middle,married,1,mortgage,0,fair,urban
58,postgraduate,employed,middle,married,2_plus,owned,1,good,suburban
60,high_school,employed,middle,married,0,mortgage,1,good,suburban
41,vocational,employed,middle,single,0,rent,1,good,suburban
33,bachelor,self_employed,middle,single,0,owned,0,good,urban
58,high_school,employed,middle,separated,2_plus,mortgage,0,poor,urban
59,bachelor,employed,high,married,2_plus,rent,1,fair,urban
47,vocational,employed,high,married,2_plus,owned,0,fair,rural
66,high_school,retired,middle,separated,1,rent,1,good,suburban
32,vocational,self_employed,middle,married,2_plus,owned,1,good,urban
29,vocational,employed,middle,married,2_plus,owned,1,fair,urban
54,vocational,unemployed,middle,married,2_plus,mortgage,1,good,urban
45,postgraduate,employed,low,single,0,rent,0,good,urban
42,bachelor,employed,middle,married,0,mortgage,1,poor,suburban
64,high_school,employed,low,single,0,owned,0,good,rural
39,postgraduate,employed,low,married,0,owned,0,good,suburban
60,vocational,employed,low,married,0,owned,1,fair,rural
42,vocational,employed,middle,separated,1,rent,2_plus,fair,urban
61,vocational,self_employed,middle,single,0,owned,1,fair,urban
25,bachelor,employed,middle,married,1,owned,1,fair,urban
58,bachelor,self_employed,low,married,2_plus,mortgage,2_plus,fair,urban
49,postgraduate,employed,middle,single,0,owned,1,fair,rural
32,bachelor,unemployed,middle,single,2_plus,mortgage,1,good,suburban
27,vocational,employed,middle,married,2_plus,rent,1,good,suburban
29,vocational,employed,middle,married,2_plus,rent,0,fair,urban
40,high_school,employed,low,married,1,owned,1,good,rural
27,high_school,employed,middle,separated,2_plus,mortgage,0,good,suburban
47,high_school,employed,middle,single,1,mortgage,1,fair,urban
29,vocational,self_employed,middle,married,2_plus,mortgage,1,good,urban
48,vocational,employed,middle,married,2_plus,rent,0,good,suburban
55,bachelor,employed,high,separated,0,owned,1,good,urban
41,bachelor,employed,middle,married,1,rent,1,good,urban
48,bachelor,self_employed,middle,married,2_plus,rent,0,poor,suburban
41,postgraduate,student,middle,married,2_plus,owned,1,good,suburban
35,high_school,employed,middle,single,0,rent,2_plus,fair,urban
81,vocational,retired,middle,single,0,mortgage,1,fair,suburban
60,postgraduate,student,middle,married,2_plus,rent,2_plus,fair,urban
38,bachelor,self_employed,low,single,0,rent,0,poor,urban
44,bachelor,employed,middle,single,2_plus,owned,1,good,suburban
37,high_school,employed,middle,married,2_plus,owned,0,fair,urban
62,bachelor,retired,high,married,2_plus,rent,1,good,urban
34,vocational,employed,middle,married,0,rent,1,fair,urban
54,vocational,employed,low,married,2_plus,owned,2_plus,fair,rural
41,high_school,employed,middle,married,2_plus,rent,0,good,rural
85,vocational,self_employed,middle,single,0,rent,0,poor,suburban
40,high_school,employed,middle,single,0,rent,1,good,suburban
71,bachelor,employed,middle,single,2_plus,rent,2_plus,poor,urban
42,high_school,self_employed,low,single,0,rent,0,good,urban
37,bachelor,self_employed,middle,separated,2_plus,rent,2_plus,fair,rural
81,postgraduate,retired,middle,single,2_plus,owned,2_plus,fair,urban
85,bachelor,retired,middle,single,0,rent,0,poor,rural
46,bachelor,employed,middle,separated,1,mortgage,2_plus,good,urban
26,vocational,employed,middle,married,2_plus,owned,1,fair,suburban
32,high_school,employed,high,separated,1,mortgage,0,good,urban
55,high_school,employed,high,married,2_plus,owned,1,good,urban
45,high_school,employed,low,married,0,owned,0,good,rural
42,high_school,employed,middle,separated,2_plus,mortgage,1,fair,suburban
70,high_school,retired,middle,married,2_plus,rent,2_plus,fair,rural
26,bachelor,employed,middle,single,0,rent,2_plus,good,urban
33,vocational,employed,low,separated,1,rent,0,good,suburban
39,vocational,employed,middle,separated,2_plus,mortgage,1,fair,urban
27,bachelor,employed,middle,married,2_plus,rent,1,fair,urban
34,vocational,student,low,married,2_plus,owned,0,good,urban
79,high_school,retired,middle,married,0,mortgage,1,good,urban
44,bachelor,employed,middle,separated,2_plus,mortgage,1,good,suburban
73,high_school,retired,low,single,0,rent,0,poor,suburban
58,postgraduate,self_employed,middle,single,2_plus,owned,1,fair,rural
51,bachelor,employed,high,married,1,owned,1,fair,suburban
48,high_school,employed,low,married,0,rent,1,good,urban
51,vocational,retired,middle,separated,0,mortgage,2_plus,good,suburban
80,vocational,retired,middle,married,2_plus,rent,1,fair,suburban
68,vocational,retired,low,single,1,rent,0,poor,urban
55,bachelor,employed,low,married,0,rent,0,fair,urban
27,vocational,employed,middle,separated,2_plus,mortgage,1,fair,suburban
26,bachelor,employed,middle,married,0,owned,0,good,suburban
23,high_school,employed,middle,married,2_plus,mortgage,1,good,urban
59,bachelor,employed,high,married,2_plus,rent,1,good,urban
81,bachelor,retired,high,married,1,mortgage,1,good,suburban
58,postgraduate,unemployed,low,married,0,owned,0,fair,suburban
32,postgraduate,employed,middle,married,2_plus,mortgage,1,good,urban
49,postgraduate,self_employed,middle,married,2_plus,mortgage,1,fair,rural
51,high_school,employed,middle,married,2_plus,rent,0,good,urban
38,high_school,employed,low,married,2_plus,rent,1,good,suburban
39,bachelor,student,middle,single,0,owned,1,good,suburban
84,vocational,retired,low,married,1,rent,1,fair,suburban
22,vocational,student,low,married,2_plus,mortgage,0,good,urban
19,postgraduate,employed,low,separated,2_plus,owned,1,fair,urban
64,bachelor,employed,low,married,0,mortgage,0,poor,urban
59,bachelor,self_employed,middle,single,0,owned,1,fair,urban
51,bachelor,employed,high,married,0,owned,1,good,suburban
59,vocational,retired,low,married,2_plus,mortgage,0,good,urban
36,bachelor,employed,high,single,0,owned,0,fair,suburban
39,high_school,employed,middle,single,0,owned,0,fair,urban
42,bachelor,unemployed,low,single,2_plus,owned,1,good,suburban
28,vocational,employed,middle,single,0,owned,1,poor,urban
20,high_school,employed,middle,separated,1,mortgage,0,good,urban
58,postgraduate,employed,middle,single,0,mortgage,1,good,suburban
62,bachelor,employed,middle,married,1,mortgage,1,fair,urban
54,vocational,employed,middle,single,0,owned,0,good,urban
46,high_school,employed,low,separated,2_plus,mortgage,0,fair,suburban
49,vocational,employed,middle,single,0,rent,1,good,suburban
