age,education,employment,income,marital,children,housing,vehicle,health,region
37,bachelor,self_employed,middle,married,2_plus,rent,1,good,suburban
55,bachelor,self_employed,middle,separated,2_plus,mortgage,1,fair,suburban
30,bachelor,student,low,single,0,rent,0,good,suburban
43,high_school,employed,middle,married,2_plus,mortgage,1,good,suburban
41,bachelor,employed,middle,separated,1,mortgage,1,good,suburban
48,high_school,self_employed,middle,single,0,mortgage,0,good,rural
44,high_school,employed,low,married,1,owned,1,good,rural
52,postgraduate,employed,high,single,2_plus,mortgage,2_plus,fair,rural
39,high_school,unemployed,middle,single,0,mortgage,1,good,rural
52,high_school,employed,middle,married,0,owned,1,poor,rural
37,vocational,retired,low,married,0,rent,0,good,rural
83,postgraduate,retired,low,separated,2_plus,mortgage,0,fair,urban
48,bachelor,employed,high,married,2_plus,owned,1,good,rural
41,high_school,employed,middle,married,0,mortgage,0,good,urban
38,postgraduate,self_employed,high,single,0,mortgage,1,fair,suburban
33,bachelor,employed,low,married,0,rent,0,fair,urban
26,bachelor,unemployed,low,single,0,owned,0,fair,rural
26,high_school,student,middle,single,0,rent,2_plus,good,urban
39,vocational,unemployed,low,married,1,rent,1,fair,urban
40,bachelor,employed,high,single,1,mortgage,1,good,suburban
72,vocational,retired,middle,married,1,owned,1,poor,suburban
71,bachelor,employed,high,married,2_plus,owned,2_plus,poor,urban
53,high_school,employed,low,single,0,mortgage,0,good,rural
