age,education,employment,income,marital,children,housing,vehicle,health,region
59,postgraduate,employed,low,married,2_plus,rent,2_plus,fair,urban
58,bachelor,unemployed,low,married,0,rent,0,poor,rural
45,vocational,employed,middle,single,0,rent,1,fair,suburban
24,vocational,employed,middle,single,0,mortgage,0,good,urban
23,high_school,unemployed,low,single,2_plus,owned,1,fair,urban
33,postgraduate,employed,middle,single,0,rent,2_plus,good,rural
61,postgraduate,employed,middle,single,0,rent,0,good,urban
42,bachelor,employed,middle,married,1,mortgage,2_plus,fair,suburban
44,vocational,employed,middle,single,0,rent,0,fair,urban
61,bachelor,employed,middle,married,2_plus,mortgage,1,good,suburban
41,bachelor,self_employed,middle,single,1,rent,0,fair,urban
62,high_school,student,middle,separated,0,owned,1,fair,rural
37,bachelor,employed,high,married,1,owned,1,good,urban
46,vocational,self_employed,middle,married,0,owned,1,fair,urban
49,bachelor,employed,high,married,2_plus,mortgage,0,good,suburban
29,vocational,employed,middle,single,0,rent,0,good,urban
41,high_school,employed,high,married,1,owned,2_plus,good,rural
53,vocational,employed,middle,single,1,rent,1,good,rural
47,bachelor,employed,middle,married,2_plus,owned,2_plus,good,suburban
29,vocational,employed,high,single,2_plus,rent,0,good,rural
63,bachelor,student,high,separated,2_plus,rent,0,good,urban
29,bachelor,employed,high,single,2_plus,owned,1,good,suburban
61,bachelor,employed,low,married,2_plus,mortgage,0,poor,suburban
43,postgraduate,employed,middle,single,0,mortgage,0,good,rural
55,postgraduate,unemployed,low,married,1,mortgage,0,good,urban
55,vocational,employed,high,married,2_plus,mortgage,2_plus,fair,urban
33,bachelor,employed,high,single,2_plus,owned,1,good,suburban
20,vocational,employed,middle,single,0,mortgage,0,fair,suburban
73,postgraduate,self_employed,low,single,1,rent,1,poor,urban
45,bachelor,self_employed,low,single,0,rent,0,good,urban
25,bachelor,employed,middle,married,2_plus,rent,1,good,suburban
23,bachelor,student,high,married,2_plus,owned,1,fair,urban
55,high_school,employed,low,married,2_plus,owned,0,good,suburban
61,bachelor,employed,middle,single,2_plus,owned,1,good,suburban
68,vocational,retired,middle,single,0,owned,1,good,urban
21,high_school,employed,middle,married,2_plus,owned,1,good,rural
20,vocational,self_employed,middle,married,0,owned,1,fair,urban
58,bachelor,self_employed,middle,single,0,rent,0,fair,suburban
52,postgraduate,employed,middle,single,0,rent,0,good,urban
35,high_school,self_employed,low,married,0,rent,0,good,urban
38,bachelor,employed,low,separated,2_plus,mortgage,0,fair,urban
76,postgraduate,retired,middle,married,2_plus,owned,1,poor,urban
42,vocational,student,middle,married,1,rent,2_plus,fair,urban
37,high_school,student,low,married,0,rent,0,good,urban
44,bachelor,employed,middle,married,2_plus,mortgage,2_plus,poor,urban
48,bachelor,employed,middle,married,2_plus,mortgage,1,good,urban
73,postgraduate,employed,high,married,2_plus,owned,0,poor,rural
31,postgraduate,self_employed,middle,married,2_plus,owned,0,good,suburban
72,vocational,retired,middle,married,2_plus,mortgage,1,good,urban
40,bachelor,employed,low,single,0,owned,0,good,suburban
38,high_school,employed,middle,married,2_plus,owned,1,good,suburban
48,high_school,employed,high,married,2_plus,rent,0,poor,rural
39,high_school,employed,high,married,2_plus,rent,1,good,rural
56,vocational,retired,low,married,2_plus,rent,2_plus,fair,urban
55,bachelor,student,middle,single,0,owned,0,fair,urban
56,high_school,student,middle,separated,1,rent,2_plus,poor,suburban
75,vocational,employed,low,married,2_plus,mortgage,1,fair,suburban
50,postgraduate,employed,middle,single,0,mortgage,0,good,suburban
49,vocational,employed,middle,single,0,mortgage,1,good,urban
53,vocational,employed,middle,married,2_plus,owned,1,fair,rural
44,bachelor,employed,low,separated,2_plus,rent,0,good,urban
40,bachelor,employed,middle,married,2_plus,owned,1,good,suburban
22,bachelor,employed,low,married,2_plus,owned,0,good,rural
52,bachelor,self_employed,middle,separated,0,owned,2_plus,fair,rural
56,high_school,employed,low,married,2_plus,rent,0,good,rural
28,high_school,unemployed,low,separated,2_plus,rent,0,good,urban
56,vocational,self_employed,middle,separated,2_plus,mortgage,1,good,rural
64,vocational,employed,high,married,2_plus,owned,1,good,suburban
56,bachelor,employed,middle,single,0,mortgage,1,fair,suburban
47,bachelor,employed,low,single,0,owned,0,fair,urban
35,postgraduate,employed,low,married,2_plus,rent,0,fair,urban
63,vocational,employed,middle,single,1,owned,1,good,suburban
37,bachelor,employed,high,single,0,owned,2_plus,fair,urban
38,high_school,employed,middle,married,0,owned,1,good,suburban
45,high_school,self_employed,middle,single,0,mortgage,1,good,suburban
25,bachelor,employed,middle,married,1,owned,0,fair,rural
27,vocational,employed,middle,single,0,rent,0,good,urban
81,high_school,retired,middle,married,2_plus,owned,1,poor,urban
62,bachelor,employed,middle,married,2_plus,owned,1,fair,urban
56,high_school,unemployed,low,separated,1,rent,2_plus,good,rural
65,high_school,unemployed,low,married,1,rent,0,poor,suburban
61,bachelor,employed,high,single,0,owned,1,poor,suburban
44,vocational,employed,middle,single,0,mortgage,0,fair,urban
53,vocational,employed,low,married,2_plus,mortgage,1,good,suburban
32,bachelor,employed,low,married,2_plus,mortgage,0,good,rural
62,bachelor,employed,middle,single,1,rent,1,good,urban
60,postgraduate,employed,low,single,1,owned,1,fair,rural
56,bachelor,employed,middle,married,1,owned,1,good,suburban
25,postgraduate,employed,high,single,0,rent,0,good,suburban
46,bachelor,employed,high,married,0,rent,2_plus,good,suburban
24,high_school,self_employed,middle,single,0,rent,1,fair,suburban
42,vocational,employed,middle,married,2_plus,rent,1,good,rural
36,high_school,employed,middle,single,0,mortgage,1,good,rural
78,postgraduate,retired,low,married,2_plus,rent,0,poor,suburban
30,high_school,employed,low,married,1,mortgage,1,good,rural
79,high_school,retired,middle,separated,2_plus,mortgage,2_plus,fair,urban
32,vocational,employed,middle,single,0,rent,0,fair,urban
38,high_school,employed,middle,single,0,mortgage,1,fair,suburban
60,vocational,unemployed,middle,separated,2_plus,mortgage,2_plus,good,rural
25,vocational,employed,middle,married,2_plus,rent,1,good,suburban
75,vocational,retired,high,single,0,rent,1,fair,rural
85,high_school,unemployed,low,married,1,owned,2_plus,good,urban
78,high_school,retired,low,married,2_plus,owned,1,poor,urban
63,bachelor,employed,high,separated,2_plus,owned,1,fair,suburban
40,bachelor,employed,high,married,0,owned,1,fair,suburban
44,bachelor,employed,middle,married,1,mortgage,1,good,urban
32,bachelor,employed,middle,separated,2_plus,mortgage,1,good,urban
64,vocational,employed,middle,single,2_plus,owned,1,good,suburban
31,postgraduate,unemployed,low,married,0,rent,0,good,suburban
57,high_school,employed,middle,separated,2_plus,owned,0,good,urban
63,high_school,employed,middle,single,0,mortgage,1,good,urban
21,high_school,employed,middle,married,1,mortgage,1,good,suburban
55,postgraduate,student,middle,married,2_plus,rent,0,fair,urban
26,bachelor,employed,high,married,2_plus,owned,2_plus,good,rural
62,high_school,student,middle,married,1,owned,0,fair,rural
29,postgraduate,employed,middle,separated,2_plus,owned,1,good,rural
27,bachelor,employed,middle,separated,1,mortgage,0,good,urban
49,bachelor,employed,middle,separated,0,rent,2_plus,good,urban
78,high_school,retired,middle,single,2_plus,rent,1,fair,urban
32,vocational,employed,middle,single,0,mortgage,0,good,rural
37,vocational,retired,low,single,2_plus,rent,0,fair,suburban
38,vocational,unemployed,middle,single,2_plus,rent,2_plus,good,suburban
79,bachelor,retired,low,single,0,mortgage,1,poor,rural
47,vocational,employed,middle,single,1,owned,0,good,suburban
49,high_school,self_employed,middle,single,0,owned,2_plus,fair,suburban
36,vocational,employed,middle,separated,2_plus,rent,1,fair,suburban
42,vocational,employed,middle,single,0,mortgage,0,good,urban
20,vocational,employed,middle,married,1,rent,1,poor,urban
31,bachelor,employed,middle,single,0,mortgage,1,fair,suburban
51,high_school,employed,low,separated,2_plus,owned,0,fair,rural
30,bachelor,employed,middle,married,2_plus,mortgage,1,good,urban
70,high_school,retired,low,married,0,rent,0,fair,suburban
52,vocational,self_employed,middle,married,1,rent,1,poor,suburban
41,vocational,employed,low,married,1,owned,1,fair,suburban
57,bachelor,employed,middle,married,1,mortgage,1,good,rural
22,high_school,unemployed,low,married,1,rent,2_plus,fair,rural
29,high_school,unemployed,middle,married,2_plus,mortgage,1,good,urban
42,vocational,unemployed,low,separated,2_plus,mortgage,1,good,suburban
44,high_school,employed,low,single,0,owned,1,good,urban
55,postgraduate,student,middle,married,0,mortgage,1,good,urban
18,vocational,employed,low,separated,1,mortgage,0,good,rural
35,bachelor,employed,high,married,0,rent,2_plus,good,suburban
38,bachelor,employed,middle,married,0,rent,1,good,urban
37,bachelor,retired,middle,married,1,mortgage,1,good,urban
48,postgraduate,employed,low,married,1,rent,1,fair,urban
63,bachelor,self_employed,middle,married,2_plus,owned,1,good,suburban
38,high_school,employed,middle,separated,2_plus,owned,2_plus,fair,suburban
45,bachelor,employed,middle,married,2_plus,owned,1,good,rural
51,high_school,employed,low,single,0,owned,0,good,urban
83,high_school,retired,middle,married,1,rent,2_plus,good,rural
35,vocational,employed,low,married,2_plus,owned,2_plus,good,rural
27,bachelor,employed,high,single,0,owned,0,good,suburban
32,vocational,self_employed,middle,separated,2_plus,owned,1,good,urban
44,vocational,unemployed,low,married,2_plus,owned,0,good,rural
83,bachelor,retired,high,married,2_plus,owned,1,good,suburban
56,postgraduate,retired,middle,separated,1,mortgage,0,good,rural
48,bachelor,unemployed,middle,married,2_plus,owned,1,fair,rural
18,bachelor,self_employed,high,single,0,owned,1,good,rural
70,bachelor,retired,middle,single,0,owned,1,poor,urban
49,high_school,employed,high,married,2_plus,owned,0,good,urban
25,postgraduate,employed,middle,separated,2_plus,owned,1,fair,urban
73,postgraduate,retired,low,married,2_plus,owned,0,good,urban
38,high_school,self_employed,middle,married,2_plus,rent,1,good,suburban
25,vocational,employed,middle,single,2_plus,mortgage,0,good,urban
60,high_school,employed,low,married,2_plus,mortgage,1,good,rural
35,bachelor,employed,low,single,2_plus,owned,0,good,rural
71,bachelor,employed,middle,married,2_plus,mortgage,1,poor,suburban
53,high_school,employed,middle,separated,2_plus,mortgage,0,fair,suburban
29,vocational,employed,middle,single,0,mortgage,1,good,rural
49,postgraduate,employed,middle,married,0,mortgage,2_plus,good,rural
61,bachelor,employed,high,married,2_plus,rent,2_plus,fair,suburban
42,vocational,employed,low,single,0,rent,2_plus,fair,urban
28,high_school,unemployed,low,separated,1,mortgage,0,good,suburban
61,bachelor,employed,high,single,0,rent,2_plus,fair,urban
31,bachelor,employed,middle,married,2_plus,owned,1,good,urban
37,bachelor,employed,middle,married,0,mortgage,2_plus,fair,rural
81,bachelor,retired,middle,married,2_plus,mortgage,1,poor,suburban
42,bachelor,self_employed,high,married,2_plus,mortgage,0,good,rural
60,postgraduate,employed,middle,single,0,owned,0,fair,suburban
23,vocational,retired,low,married,2_plus,owned,1,good,suburban
30,vocational,employed,low,married,1,rent,0,good,suburban
48,vocational,employed,high,married,2_plus,owned,1,fair,urban
54,postgraduate,employed,middle,married,0,owned,1,poor,urban
19,vocational,retired,low,married,2_plus,mortgage,0,good,rural
59,high_school,retired,middle,single,0,owned,1,good,urban
39,bachelor,student,middle,married,0,mortgage,2_plus,fair,urban
39,bachelor,student,middle,married,2_plus,owned,0,good,suburban
83,high_school,student,low,married,2_plus,rent,0,poor,rural
78,bachelor,employed,low,married,2_plus,mortgage,0,good,suburban
55,high_school,employed,middle,married,1,owned,0,fair,urban
60,bachelor,self_employed,middle,single,2_plus,rent,2_plus,good,rural
46,bachelor,student,low,married,2_plus,rent,0,good,urban
41,high_school,employed,low,single,0,rent,1,good,suburban
81,high_school,retired,middle,married,0,mortgage,1,fair,urban
60,high_school,employed,middle,separated,2_plus,mortgage,0,poor,urban
74,postgraduate,retired,low,single,0,owned,2_plus,poor,suburban
21,high_school,employed,high,married,2_plus,owned,0,good,urban
19,vocational,retired,middle,separated,2_plus,owned,1,fair,rural
19,vocational,employed,low,married,1,rent,0,good,urban
18,bachelor,employed,high,single,0,mortgage,0,good,urban
50,bachelor,retired,middle,single,0,rent,1,good,urban
42,bachelor,employed,middle,married,1,rent,0,fair,suburban
70,bachelor,retired,low,married,2_plus,mortgage,1,poor,rural
28,postgraduate,employed,middle,married,1,owned,1,fair,urban
61,postgraduate,employed,low,single,2_plus,rent,2_plus,poor,urban
29,bachelor,student,middle,single,0,owned,1,fair,suburban
38,bachelor,employed,low,married,1,rent,0,fair,urban
52,vocational,employed,middle,married,2_plus,owned,1,good,urban
30,bachelor,unemployed,low,single,0,owned,0,fair,urban
52,vocational,employed,low,married,1,mortgage,0,good,urban
43,vocational,employed,middle,married,0,rent,1,good,urban
60,vocational,employed,high,married,1,mortgage,0,poor,urban
38,vocational,employed,middle,married,2_plus,rent,1,good,suburban
26,high_school,employed,middle,separated,2_plus,owned,1,fair,suburban
28,vocational,employed,high,single,0,owned,0,good,urban
36,vocational,employed,low,married,2_plus,mortgage,0,good,rural
81,bachelor,retired,middle,separated,2_plus,rent,1,fair,urban
62,bachelor,employed,high,single,0,mortgage,2_plus,fair,rural
28,postgraduate,unemployed,low,single,1,owned,0,fair,rural
55,bachelor,employed,high,single,1,owned,2_plus,fair,rural
32,vocational,employed,low,married,0,owned,0,good,urban
76,bachelor,retired,middle,married,0,mortgage,1,fair,suburban
42,bachelor,employed,middle,separated,2_plus,owned,1,good,urban
29,vocational,student,middle,single,2_plus,mortgage,1,good,urban
25,bachelor,employed,low,single,0,rent,1,fair,suburban
60,vocational,self_employed,middle,married,2_plus,owned,2_plus,poor,rural
48,high_school,employed,low,single,1,rent,0,poor,urban
53,high_school,employed,high,married,0,rent,1,good,urban
28,high_school,employed,low,married,2_plus,rent,0,fair,suburban
59,vocational,employed,low,married,2_plus,rent,2_plus,good,rural
41,vocational,employed,low,single,0,owned,0,fair,urban
28,postgraduate,unemployed,low,married,0,mortgage,0,fair,urban
56,bachelor,employed,middle,separated,0,owned,2_plus,fair,rural
49,bachelor,employed,middle,married,0,owned,1,poor,rural
84,vocational,retired,low,single,0,owned,2_plus,fair,urban
27,bachelor,retired,middle,married,1,rent,1,poor,urban
40,bachelor,employed,middle,married,0,mortgage,1,good,suburban
36,vocational,employed,low,married,2_plus,rent,0,good,urban
56,bachelor,employed,high,married,2_plus,mortgage,0,fair,urban
55,vocational,self_employed,low,single,2_plus,owned,0,good,urban
58,vocational,employed,middle,separated,0,mortgage,2_plus,good,urban
36,high_school,employed,middle,single,2_plus,owned,1,fair,suburban
18,postgraduate,self_employed,high,single,2_plus,owned,1,good,urban
50,postgraduate,employed,middle,married,2_plus,rent,1,good,urban
74,postgraduate,retired,low,separated,1,rent,0,good,suburban
