age,education,employment,income,marital,children,housing,vehicle,health,region
52,bachelor,employed,high,separated,1,owned,1,fair,urban
30,vocational,employed,middle,married,0,rent,2_plus,good,urban
62,high_school,self_employed,middle,separated,1,rent,1,good,urban
73,vocational,self_employed,low,single,0,rent,1,poor,urban
26,bachelor,employed,high,single,2_plus,rent,2_plus,good,urban
42,vocational,employed,middle,married,2_plus,rent,1,fair,urban
51,high_school,employed,middle,single,2_plus,owned,1,good,urban
53,postgraduate,self_employed,middle,single,2_plus,mortgage,0,good,urban
47,high_school,unemployed,low,married,0,rent,0,good,suburban
60,high_school,retired,middle,married,2_plus,owned,0,good,suburban
33,postgraduate,employed,middle,single,0,rent,1,fair,urban
83,vocational,retired,low,married,2_plus,rent,0,poor,suburban
83,bachelor,retired,low,separated,2_plus,owned,0,fair,urban
39,vocational,self_employed,low,married,2_plus,rent,0,good,rural
42,vocational,unemployed,middle,married,2_plus,mortgage,1,poor,rural
44,bachelor,employed,middle,single,0,mortgage,1,good,rural
39,high_school,self_employed,high,separated,2_plus,mortgage,1,fair,rural
48,high_school,unemployed,low,married,2_plus,owned,1,good,rural
50,vocational,employed,high,married,1,mortgage,1,poor,suburban
62,high_school,employed,middle,single,2_plus,rent,1,good,urban
44,bachelor,employed,middle,married,2_plus,mortgage,0,good,urban
53,high_school,employed,middle,single,0,owned,2_plus,good,rural
60,bachelor,self_employed,middle,married,2_plus,mortgage,0,good,urban
29,vocational,employed,middle,married,0,rent,2_plus,poor,rural
47,bachelor,unemployed,low,single,0,rent,0,fair,urban
49,high_school,unemployed,low,married,2_plus,rent,0,poor,suburban
54,postgraduate,employed,middle,separated,2_plus,mortgage,2_plus,good,urban
74,vocational,retired,low,separated,1,mortgage,0,poor,suburban
27,high_school,employed,middle,single,0,rent,1,good,urban
45,bachelor,employed,middle,married,0,owned,1,good,suburban
31,postgraduate,employed,middle,single,0,mortgage,2_plus,fair,rural
83,bachelor,retired,middle,married,2_plus,owned,2_plus,poor,suburban
62,bachelor,employed,middle,married,1,owned,2_plus,good,rural
34,high_school,employed,low,single,1,rent,2_plus,fair,rural
85,vocational,retired,middle,married,2_plus,owned,1,poor,rural
33,bachelor,employed,middle,separated,2_plus,owned,0,fair,rural
68,high_school,employed,low,married,1,owned,1,fair,suburban
35,vocational,employed,middle,married,2_plus,mortgage,1,fair,rural
42,vocational,employed,middle,married,1,rent,1,good,urban
20,high_school,employed,low,single,0,rent,0,good,urban
63,postgraduate,employed,low,separated,2_plus,mortgage,0,fair,urban
81,high_school,unemployed,low,married,2_plus,owned,0,fair,suburban
41,high_school,employed,middle,single,2_plus,mortgage,1,good,urban
76,postgraduate,unemployed,low,married,1,owned,0,good,urban
78,high_school,retired,middle,separated,2_plus,owned,1,good,suburban
33,vocational,self_employed,low,separated,1,rent,0,fair,suburban
50,bachelor,employed,middle,married,2_plus,rent,0,good,urban
42,bachelor,employed,middle,married,2_plus,mortgage,0,poor,urban
79,postgraduate,employed,low,married,2_plus,rent,1,poor,suburban
29,vocational,employed,middle,single,0,rent,1,good,urban
48,postgraduate,employed,high,single,0,owned,2_plus,poor,rural
64,high_school,unemployed,middle,married,2_plus,owned,1,good,urban
47,bachelor,employed,high,married,1,owned,1,good,suburban
29,high_school,employed,middle,single,0,rent,1,good,rural
48,high_school,employed,middle,married,2_plus,owned,1,fair,rural
36,vocational,employed,middle,married,2_plus,rent,1,good,urban
44,postgraduate,employed,middle,married,2_plus,rent,0,poor,urban
39,vocational,employed,middle,married,2_plus,mortgage,1,good,urban
27,bachelor,student,low,single,1,mortgage,0,good,suburban
45,bachelor,employed,high,married,2_plus,mortgage,1,fair,urban
46,vocational,employed,middle,married,2_plus,owned,1,good,rural
63,vocational,employed,low,married,2_plus,mortgage,1,good,urban
38,bachelor,self_employed,high,married,2_plus,owned,2_plus,good,urban
33,bachelor,unemployed,low,single,1,owned,0,good,urban
33,vocational,student,low,single,0,rent,2_plus,good,urban
20,high_school,employed,middle,single,0,owned,1,good,suburban
50,high_school,employed,high,married,2_plus,owned,0,good,urban
46,bachelor,employed,high,separated,0,mortgage,2_plus,good,urban
47,vocational,employed,low,married,0,owned,0,good,urban
41,postgraduate,employed,middle,single,0,owned,0,fair,suburban
37,high_school,employed,middle,single,0,owned,1,good,suburban
37,postgraduate,employed,middle,married,2_plus,mortgage,1,good,urban
28,postgraduate,employed,middle,single,0,mortgage,0,good,urban
32,high_school,employed,low,married,1,owned,1,good,rural
72,bachelor,retired,low,separated,2_plus,owned,1,poor,urban
65,high_school,retired,low,married,1,owned,0,poor,urban
60,bachelor,employed,middle,single,1,mortgage,1,fair,urban
61,vocational,employed,middle,single,2_plus,mortgage,2_plus,good,rural
70,vocational,retired,low,separated,2_plus,mortgage,0,fair,suburban
76,high_school,retired,low,married,0,rent,1,fair,suburban
40,vocational,employed,middle,married,1,rent,1,good,urban
42,high_school,employed,middle,married,0,owned,0,good,urban
18,high_school,student,low,single,0,rent,0,good,suburban
59,bachelor,student,middle,married,2_plus,mortgage,1,good,urban
38,bachelor,self_employed,middle,married,1,mortgage,1,poor,suburban
58,vocational,employed,middle,separated,1,owned,1,fair,rural
74,bachelor,self_employed,middle,married,2_plus,owned,0,poor,urban
44,bachelor,employed,low,married,2_plus,owned,1,good,suburban
26,bachelor,employed,middle,single,0,mortgage,1,good,rural
55,bachelor,employed,middle,married,2_plus,mortgage,1,poor,suburban
78,bachelor,retired,low,married,2_plus,owned,1,fair,rural
61,bachelor,employed,middle,single,0,mortgage,1,fair,urban
20,high_school,student,low,single,0,rent,0,good,suburban
50,high_school,employed,low,married,1,mortgage,1,good,urban
60,vocational,self_employed,middle,married,2_plus,owned,1,good,rural
57,vocational,unemployed,low,married,2_plus,owned,0,fair,urban
22,bachelor,student,middle,single,0,rent,0,good,urban
37,vocational,employed,middle,married,0,rent,2_plus,fair,rural
74,vocational,retired,low,married,2_plus,owned,0,fair,rural
48,bachelor,employed,low,separated,2_plus,mortgage,1,good,urban
48,bachelor,employed,high,married,1,mortgage,2_plus,good,rural
28,bachelor,retired,low,married,0,rent,2_plus,fair,suburban
44,bachelor,employed,middle,married,1,mortgage,1,fair,rural
18,bachelor,student,low,married,1,owned,0,good,urban
47,bachelor,employed,middle,married,1,mortgage,0,good,suburban
39,vocational,self_employed,middle,married,2_plus,owned,2_plus,fair,suburban
55,postgraduate,retired,middle,married,0,mortgage,0,good,urban
64,postgraduate,retired,low,married,2_plus,owned,0,fair,suburban
58,bachelor,employed,middle,married,2_plus,owned,1,good,suburban
33,postgraduate,self_employed,middle,married,1,mortgage,1,good,suburban
52,bachelor,retired,middle,separated,2_plus,owned,1,good,suburban
46,bachelor,employed,middle,married,1,owned,0,good,suburban
64,vocational,self_employed,high,married,2_plus,owned,2_plus,fair,rural
66,bachelor,retired,middle,single,2_plus,owned,0,poor,urban
19,high_school,student,low,married,0,rent,0,good,suburban
68,vocational,employed,high,married,0,owned,2_plus,fair,rural
71,vocational,retired,middle,separated,1,owned,1,poor,suburban
72,postgraduate,retired,middle,married,0,owned,2_plus,poor,rural
25,vocational,employed,high,married,0,owned,2_plus,fair,suburban
63,vocational,employed,low,married,2_plus,owned,0,fair,suburban
71,high_school,employed,middle,separated,2_plus,owned,1,poor,suburban
34,postgraduate,retired,low,married,2_plus,rent,0,poor,suburban
46,postgraduate,employed,middle,single,2_plus,mortgage,0,fair,suburban
68,vocational,retired,middle,single,0,owned,1,poor,urban
45,bachelor,employed,middle,married,0,owned,2_plus,fair,suburban
46,high_school,employed,middle,single,0,rent,0,good,rural
36,bachelor,employed,middle,single,2_plus,mortgage,1,poor,suburban
26,high_school,employed,low,married,2_plus,owned,1,good,urban
55,postgraduate,employed,middle,separated,0,rent,1,good,rural
25,postgraduate,employed,high,married,0,owned,1,fair,suburban
41,postgraduate,employed,middle,single,2_plus,owned,1,poor,urban
42,vocational,employed,middle,married,1,rent,1,good,urban
59,bachelor,unemployed,middle,single,2_plus,owned,1,good,suburban
43,bachelor,employed,high,separated,2_plus,mortgage,0,good,urban
21,high_school,employed,low,single,0,rent,0,good,suburban
38,high_school,employed,middle,married,1,rent,0,good,suburban
76,vocational,retired,middle,married,1,owned,1,fair,urban
56,vocational,employed,high,married,0,rent,1,good,urban
33,bachelor,student,low,single,0,rent,0,fair,suburban
60,high_school,employed,middle,separated,2_plus,owned,1,good,suburban
45,postgraduate,employed,high,married,2_plus,mortgage,1,fair,urban
58,vocational,retired,middle,married,0,owned,0,good,rural
55,high_school,self_employed,low,married,2_plus,rent,1,good,urban
54,high_school,self_employed,middle,single,0,mortgage,1,good,suburban
74,bachelor,retired,high,single,2_plus,owned,1,poor,suburban
22,high_school,employed,middle,single,0,rent,1,good,urban
40,bachelor,employed,high,married,2_plus,owned,0,good,urban
52,high_school,retired,low,single,0,owned,0,good,rural
36,high_school,employed,low,married,2_plus,rent,1,good,urban
25,high_school,unemployed,low,single,0,rent,1,fair,rural
38,postgraduate,self_employed,high,single,0,mortgage,2_plus,fair,suburban
41,high_school,employed,middle,married,2_plus,rent,0,good,suburban
54,vocational,employed,high,married,2_plus,owned,1,fair,suburban
19,high_school,unemployed,low,married,0,rent,0,good,rural
20,vocational,unemployed,middle,separated,1,rent,2_plus,good,suburban
80,postgraduate,retired,middle,married,1,rent,2_plus,fair,suburban
72,high_school,retired,middle,married,2_plus,owned,2_plus,poor,suburban
24,bachelor,student,low,single,2_plus,rent,1,good,suburban
58,vocational,employed,low,married,2_plus,owned,0,poor,urban
18,bachelor,employed,high,single,0,rent,1,good,urban
34,vocational,employed,low,married,0,rent,0,good,suburban
63,vocational,employed,low,married,1,mortgage,0,fair,suburban
81,postgraduate,employed,middle,separated,1,owned,0,fair,urban
52,high_school,student,low,married,1,rent,2_plus,poor,urban
46,postgraduate,unemployed,middle,married,2_plus,rent,1,good,urban
45,postgraduate,employed,middle,married,2_plus,rent,2_plus,good,rural
32,bachelor,employed,middle,married,0,rent,0,fair,urban
80,vocational,retired,middle,married,1,mortgage,1,poor,rural
58,high_school,employed,middle,single,0,rent,1,good,rural
28,postgraduate,employed,high,married,1,rent,1,good,urban
34,high_school,employed,middle,married,0,rent,0,good,rural
85,vocational,retired,low,single,0,owned,0,fair,rural
31,bachelor,student,low,single,0,rent,0,good,urban
28,bachelor,employed,high,married,0,owned,1,fair,urban
42,vocational,employed,middle,married,2_plus,mortgage,2_plus,good,urban
58,high_school,employed,middle,single,0,mortgage,0,fair,urban
18,high_school,student,low,single,0,mortgage,0,good,urban
36,vocational,employed,low,single,2_plus,mortgage,0,good,suburban
29,postgraduate,unemployed,low,married,1,rent,1,fair,suburban
30,vocational,employed,low,married,2_plus,mortgage,0,good,urban
38,high_school,employed,middle,married,1,mortgage,1,good,urban
38,high_school,employed,middle,single,1,rent,1,good,urban
51,high_school,employed,low,married,2_plus,owned,0,fair,suburban
34,high_school,employed,middle,married,2_plus,mortgage,1,good,urban
30,bachelor,employed,middle,single,0,rent,2_plus,good,suburban
54,high_school,employed,middle,married,2_plus,owned,1,good,suburban
32,vocational,employed,middle,single,0,mortgage,0,good,suburban
49,high_school,employed,middle,married,1,owned,1,good,urban
27,bachelor,student,low,single,0,mortgage,1,good,rural
24,bachelor,employed,high,single,0,owned,2_plus,fair,suburban
23,bachelor,student,low,single,0,rent,0,good,suburban
46,high_school,employed,middle,single,0,rent,0,good,urban
30,bachelor,employed,high,single,0,mortgage,2_plus,good,suburban
34,postgraduate,employed,middle,married,1,rent,1,poor,urban
52,bachelor,employed,low,separated,0,rent,1,good,suburban
