age,education,employment,income,marital,children,housing,vehicle,health,region
61,vocational,retired,low,single,0,owned,0,poor,rural
74,postgraduate,employed,middle,married,2_plus,mortgage,1,fair,urban
27,postgraduate,employed,middle,married,1,rent,2_plus,good,urban
51,vocational,employed,middle,married,0,owned,1,good,urban
76,high_school,retired,middle,married,2_plus,rent,1,fair,rural
62,high_school,employed,low,married,2_plus,owned,2_plus,fair,suburban
79,bachelor,retired,middle,separated,1,owned,2_plus,fair,suburban
31,vocational,employed,high,married,0,rent,1,poor,suburban
51,vocational,employed,middle,married,1,rent,0,good,urban
45,bachelor,employed,middle,single,0,owned,1,good,suburban
56,bachelor,employed,middle,married,2_plus,rent,1,poor,urban
36,bachelor,employed,high,single,2_plus,owned,1,good,rural
51,postgraduate,self_employed,middle,single,2_plus,mortgage,2_plus,fair,urban
35,high_school,employed,middle,married,0,owned,0,good,suburban
46,high_school,employed,middle,separated,1,mortgage,0,good,urban
63,vocational,retired,middle,married,0,owned,1,fair,rural
36,postgraduate,employed,low,single,2_plus,owned,0,fair,urban
32,postgraduate,employed,high,married,1,mortgage,2_plus,fair,rural
70,bachelor,retired,middle,separated,2_plus,owned,2_plus,fair,rural
20,high_school,student,low,single,0,rent,0,good,urban
61,high_school,self_employed,low,separated,2_plus,rent,1,good,urban
25,bachelor,employed,middle,married,1,rent,1,good,suburban
42,high_school,employed,middle,single,1,rent,1,fair,urban
32,bachelor,employed,high,single,0,owned,1,good,urban
72,bachelor,self_employed,middle,separated,0,rent,2_plus,good,urban
50,postgraduate,employed,middle,married,2_plus,mortgage,0,good,urban
30,high_school,student,low,married,0,rent,0,good,suburban
61,bachelor,employed,middle,separated,2_plus,owned,1,good,suburban
33,bachelor,employed,low,single,2_plus,mortgage,0,fair,suburban
20,vocational,employed,middle,single,0,mortgage,0,good,suburban
65,high_school,retired,low,single,2_plus,rent,0,poor,urban
64,postgraduate,employed,middle,separated,2_plus,rent,1,good,urban
56,high_school,employed,middle,married,2_plus,owned,1,good,suburban
66,bachelor,retired,middle,separated,1,mortgage,0,poor,urban
38,bachelor,employed,middle,married,2_plus,rent,0,good,urban
51,vocational,employed,high,single,2_plus,mortgage,1,good,rural
44,bachelor,employed,middle,married,1,rent,0,good,urban
23,vocational,employed,middle,separated,0,owned,0,good,suburban
78,postgraduate,unemployed,low,separated,1,rent,1,poor,urban
63,bachelor,self_employed,middle,married,1,owned,1,good,urban
45,postgraduate,employed,middle,married,2_plus,owned,2_plus,fair,urban
38,vocational,employed,low,married,2_plus,rent,0,fair,rural
57,postgraduate,employed,middle,married,2_plus,mortgage,1,fair,rural
38,vocational,employed,low,single,2_plus,rent,0,good,urban
26,postgraduate,employed,middle,married,0,rent,0,poor,suburban
18,bachelor,student,low,single,0,rent,0,good,urban
58,high_school,retired,low,married,1,owned,1,fair,rural
42,vocational,self_employed,middle,married,1,owned,2_plus,good,rural
30,high_school,unemployed,middle,single,0,rent,1,good,rural
47,postgraduate,unemployed,low,married,2_plus,mortgage,0,fair,urban
71,bachelor,retired,low,married,1,owned,1,fair,suburban
25,vocational,self_employed,low,single,0,mortgage,0,good,suburban
53,high_school,employed,low,single,1,rent,0,good,suburban
24,vocational,retired,middle,married,0,rent,0,good,suburban
34,vocational,unemployed,low,married,0,rent,0,fair,suburban
57,high_school,employed,low,married,1,owned,1,fair,urban
62,vocational,employed,middle,single,0,owned,1,fair,urban
60,high_school,employed,middle,married,2_plus,mortgage,1,good,urban
55,high_school,unemployed,low,married,2_plus,owned,0,good,suburban
55,postgraduate,employed,high,married,2_plus,mortgage,0,good,urban
50,bachelor,employed,middle,single,2_plus,owned,1,good,suburban
