age,education,employment,income,marital,children,housing,vehicle,health,region
44,vocational,employed,middle,married,1,rent,1,fair,urban
42,vocational,employed,low,married,2_plus,mortgage,0,good,suburban
56,vocational,unemployed,low,married,2_plus,mortgage,0,good,rural
34,bachelor,employed,high,married,1,mortgage,0,good,urban
47,postgraduate,employed,middle,married,1,owned,0,fair,suburban
80,postgraduate,self_employed,middle,married,1,owned,1,poor,suburban
50,vocational,employed,middle,married,2_plus,rent,1,fair,urban
30,bachelor,student,low,single,0,rent,0,good,suburban
48,postgraduate,employed,middle,single,2_plus,owned,1,good,rural
22,high_school,employed,middle,single,0,rent,0,good,suburban
52,postgraduate,self_employed,middle,married,2_plus,mortgage,1,fair,urban
57,high_school,retired,middle,married,2_plus,mortgage,1,good,rural
76,bachelor,retired,high,separated,2_plus,owned,2_plus,poor,urban
64,vocational,employed,middle,married,2_plus,owned,0,fair,rural
58,vocational,retired,low,married,2_plus,rent,0,good,urban
53,bachelor,employed,high,separated,2_plus,mortgage,1,good,suburban
26,bachelor,employed,high,married,0,rent,2_plus,good,suburban
22,high_school,employed,middle,single,0,rent,1,good,urban
24,vocational,employed,middle,single,0,rent,0,good,urban
30,bachelor,employed,middle,married,1,mortgage,1,good,urban
51,bachelor,employed,middle,separated,2_plus,owned,1,good,urban
35,bachelor,self_employed,high,separated,1,owned,2_plus,good,rural
32,vocational,self_employed,middle,single,0,rent,1,good,rural
20,bachelor,student,low,single,0,rent,0,good,suburban
75,bachelor,retired,low,married,2_plus,owned,0,fair,rural
84,high_school,retired,middle,separated,0,owned,1,fair,rural
38,vocational,employed,middle,married,0,mortgage,2_plus,fair,rural
32,vocational,unemployed,low,single,0,rent,1,good,rural
25,postgraduate,employed,low,single,0,rent,1,good,urban
50,bachelor,self_employed,middle,single,0,owned,0,fair,suburban
50,high_school,employed,low,single,1,mortgage,0,fair,urban
54,high_school,self_employed,low,single,0,rent,0,good,suburban
29,postgraduate,self_employed,middle,separated,1,rent,2_plus,fair,rural
35,vocational,unemployed,low,separated,2_plus,mortgage,1,good,rural
22,bachelor,student,middle,single,0,mortgage,2_plus,good,rural
47,vocational,employed,low,married,1,owned,1,good,suburban
57,high_school,employed,middle,married,2_plus,owned,0,good,suburban
36,bachelor,employed,middle,separated,2_plus,mortgage,1,good,urban
47,bachelor,self_employed,high,married,2_plus,mortgage,2_plus,good,suburban
18,vocational,employed,low,single,0,rent,0,good,urban
75,vocational,employed,middle,single,0,rent,1,fair,rural
49,postgraduate,self_employed,low,married,0,mortgage,0,good,urban
55,postgraduate,employed,middle,single,2_plus,rent,1,good,urban
56,high_school,employed,middle,married,1,mortgage,1,good,rural
27,postgraduate,retired,middle,single,1,rent,0,fair,urban
72,vocational,retired,low,married,2_plus,owned,1,fair,urban
38,bachelor,employed,low,married,2_plus,owned,0,fair,suburban
25,bachelor,employed,high,single,0,owned,2_plus,fair,rural
46,high_school,employed,high,married,2_plus,rent,1,fair,urban
55,vocational,employed,high,married,1,mortgage,0,good,urban
49,vocational,self_employed,middle,separated,1,rent,1,good,urban
73,vocational,self_employed,middle,married,2_plus,owned,2_plus,fair,suburban
46,high_school,employed,middle,married,0,rent,0,good,suburban
57,high_school,employed,low,married,2_plus,owned,1,fair,suburban
31,high_school,unemployed,low,married,0,owned,0,good,suburban
35,vocational,employed,middle,married,2_plus,mortgage,1,fair,suburban
24,high_school,employed,middle,single,0,owned,0,good,rural
52,vocational,retired,middle,separated,2_plus,mortgage,1,good,suburban
85,bachelor,employed,middle,married,2_plus,rent,1,poor,urban
53,high_school,employed,middle,married,2_plus,rent,0,good,urban
46,bachelor,employed,middle,single,1,mortgage,1,good,urban
56,postgraduate,employed,high,married,2_plus,owned,1,fair,urban
46,bachelor,employed,middle,single,0,mortgage,1,good,rural
39,vocational,self_employed,low,married,0,rent,0,poor,urban
53,high_school,employed,high,single,2_plus,owned,1,fair,rural
44,bachelor,employed,middle,married,2_plus,mortgage,1,good,urban
25,bachelor,employed,middle,separated,0,mortgage,1,good,urban
27,vocational,employed,low,single,0,rent,1,fair,rural
22,high_school,unemployed,low,single,2_plus,rent,1,good,suburban
84,vocational,retired,low,married,1,owned,1,fair,suburban
29,vocational,employed,high,married,0,rent,1,good,urban
64,bachelor,retired,low,married,2_plus,owned,0,poor,suburban
71,vocational,retired,middle,married,1,rent,1,fair,urban
66,vocational,retired,low,single,0,mortgage,1,poor,urban
60,bachelor,retired,middle,single,2_plus,owned,2_plus,good,suburban
27,bachelor,employed,high,married,0,mortgage,2_plus,good,urban
64,vocational,employed,middle,married,2_plus,owned,2_plus,good,urban
58,bachelor,employed,high,separated,2_plus,owned,1,fair,suburban
49,high_school,employed,middle,single,0,rent,1,good,suburban
32,bachelor,employed,high,single,0,mortgage,2_plus,good,urban
22,bachelor,student,low,single,0,rent,0,good,urban
18,bachelor,employed,low,separated,0,rent,0,fair,urban
83,postgraduate,employed,middle,married,2_plus,owned,2_plus,good,suburban
37,bachelor,employed,middle,married,2_plus,mortgage,0,good,urban
51,vocational,employed,low,separated,2_plus,owned,0,fair,urban
41,high_school,self_employed,middle,married,2_plus,mortgage,1,good,rural
26,bachelor,employed,low,married,0,rent,1,fair,urban
31,postgraduate,employed,middle,married,2_plus,rent,1,good,urban
64,high_school,retired,middle,married,2_plus,owned,0,good,urban
48,bachelor,employed,middle,married,2_plus,mortgage,1,good,rural
63,high_school,employed,low,single,0,owned,0,fair,rural
63,postgraduate,employed,middle,single,2_plus,mortgage,0,fair,urban
38,vocational,self_employed,low,married,1,rent,2_plus,good,urban
32,bachelor,unemployed,low,separated,2_plus,rent,0,fair,suburban
27,bachelor,employed,middle,married,2_plus,rent,0,good,urban
50,vocational,employed,middle,married,2_plus,owned,1,fair,urban
81,vocational,unemployed,low,married,2_plus,rent,0,poor,rural
49,bachelor,self_employed,high,married,2_plus,rent,1,good,urban
62,high_school,employed,low,single,2_plus,rent,1,good,rural
44,bachelor,employed,middle,single,1,owned,1,good,suburban
49,postgraduate,employed,low,married,2_plus,owned,0,good,suburban
36,high_school,unemployed,low,married,2_plus,owned,1,good,rural
51,postgraduate,unemployed,middle,married,2_plus,mortgage,1,fair,urban
53,vocational,student,low,single,2_plus,rent,0,good,suburban
36,bachelor,unemployed,low,married,1,rent,1,good,urban
59,high_school,employed,middle,separated,1,owned,0,good,urban
50,bachelor,employed,high,single,1,owned,1,poor,urban
40,postgraduate,employed,middle,single,0,mortgage,0,good,urban
30,high_school,student,low,married,0,rent,1,good,urban
74,postgraduate,retired,middle,separated,2_plus,mortgage,0,fair,urban
58,bachelor,employed,middle,married,0,owned,0,good,urban
81,high_school,self_employed,low,separated,2_plus,owned,1,fair,urban
48,vocational,employed,middle,separated,0,mortgage,0,good,urban
47,bachelor,employed,high,married,2_plus,mortgage,2_plus,fair,suburban
32,high_school,employed,middle,married,0,rent,2_plus,good,suburban
21,bachelor,student,low,single,0,mortgage,1,good,urban
43,bachelor,employed,high,married,2_plus,owned,1,good,suburban
61,vocational,self_employed,high,married,2_plus,owned,1,fair,rural
74,vocational,retired,low,married,0,owned,0,poor,suburban
29,bachelor,self_employed,high,single,0,owned,1,good,urban
47,vocational,self_employed,low,single,0,mortgage,1,good,rural
49,vocational,employed,middle,single,2_plus,owned,1,good,suburban
55,bachelor,employed,low,married,1,mortgage,0,fair,urban
44,bachelor,employed,middle,married,1,rent,1,good,urban
65,vocational,retired,low,married,2_plus,owned,0,fair,suburban
24,high_school,student,low,married,1,rent,0,good,urban
33,vocational,employed,low,married,1,mortgage,2_plus,fair,rural
35,bachelor,employed,middle,single,0,rent,1,good,urban
28,bachelor,employed,low,separated,2_plus,owned,0,good,suburban
33,vocational,employed,middle,married,0,rent,0,fair,suburban
78,bachelor,employed,middle,married,2_plus,owned,1,fair,urban
58,bachelor,employed,middle,single,0,owned,1,poor,urban
51,bachelor,employed,middle,separated,2_plus,owned,1,good,suburban
60,bachelor,self_employed,low,single,0,owned,0,fair,suburban
44,vocational,employed,middle,married,2_plus,owned,0,fair,urban
37,postgraduate,employed,high,single,2_plus,mortgage,1,good,urban
42,bachelor,employed,high,married,2_plus,owned,1,poor,suburban
43,bachelor,employed,high,married,1,owned,2_plus,fair,rural
43,high_school,unemployed,low,married,2_plus,rent,0,good,urban
20,bachelor,employed,high,single,0,rent,1,good,suburban
21,vocational,student,middle,single,0,mortgage,0,good,suburban
36,bachelor,employed,middle,married,2_plus,mortgage,2_plus,poor,urban
43,vocational,employed,middle,married,1,owned,1,fair,suburban
18,bachelor,student,low,married,0,rent,0,good,urban
35,bachelor,employed,high,married,1,owned,1,good,urban
84,bachelor,retired,low,married,2_plus,owned,0,fair,suburban
33,vocational,employed,middle,married,2_plus,mortgage,1,poor,rural
79,bachelor,retired,middle,married,1,mortgage,1,poor,suburban
42,postgraduate,employed,high,married,2_plus,mortgage,2_plus,fair,urban
27,vocational,self_employed,middle,single,0,mortgage,0,fair,urban
56,vocational,employed,high,married,0,owned,2_plus,good,suburban
38,vocational,employed,high,married,2_plus,owned,1,good,urban
37,bachelor,unemployed,middle,married,0,rent,1,good,urban
74,vocational,retired,low,separated,1,mortgage,0,fair,urban
57,vocational,employed,high,married,0,owned,2_plus,fair,suburban
47,bachelor,self_employed,high,married,2_plus,mortgage,2_plus,fair,suburban
30,postgraduate,employed,middle,married,2_plus,mortgage,1,good,suburban
51,postgraduate,retired,low,separated,2_plus,rent,1,fair,suburban
68,postgraduate,retired,low,married,2_plus,rent,0,poor,urban
49,bachelor,self_employed,low,married,2_plus,mortgage,0,good,rural
