age,education,employment,income,marital,children,housing,vehicle,health,region
55,high_school,employed,middle,married,2_plus,owned,0,good,suburban
62,vocational,employed,middle,married,2_plus,owned,1,fair,rural
62,high_school,employed,middle,married,2_plus,mortgage,1,good,rural
59,postgraduate,employed,middle,married,2_plus,mortgage,1,poor,suburban
65,postgraduate,employed,middle,married,1,rent,2_plus,poor,urban
45,bachelor,employed,middle,married,1,owned,1,good,urban
38,bachelor,unemployed,low,married,2_plus,owned,0,poor,suburban
62,high_school,retired,middle,separated,1,mortgage,0,fair,suburban
84,vocational,employed,middle,separated,2_plus,owned,2_plus,fair,suburban
56,bachelor,employed,middle,separated,1,mortgage,0,good,suburban
64,vocational,retired,low,married,2_plus,mortgage,1,poor,rural
46,bachelor,employed,middle,separated,1,mortgage,0,good,urban
54,high_school,employed,middle,separated,1,rent,0,good,urban
48,bachelor,employed,high,separated,2_plus,mortgage,0,good,suburban
40,postgraduate,employed,middle,married,1,mortgage,0,good,urban
66,bachelor,retired,low,separated,0,owned,0,fair,suburban
30,bachelor,employed,low,married,1,rent,0,poor,suburban
83,bachelor,retired,low,single,0,owned,1,poor,rural
31,bachelor,employed,low,separated,2_plus,owned,0,fair,urban
55,bachelor,self_employed,middle,separated,0,mortgage,0,good,urban
63,vocational,employed,low,married,1,owned,1,fair,suburban
29,vocational,unemployed,low,married,0,rent,1,fair,rural
55,high_school,employed,middle,separated,0,rent,0,good,urban
68,postgraduate,retired,middle,separated,2_plus,mortgage,0,fair,suburban
27,vocational,unemployed,middle,married,0,owned,0,fair,rural
45,postgraduate,employed,high,married,2_plus,mortgage,1,good,suburban
46,postgraduate,employed,middle,married,1,mortgage,1,good,urban
20,vocational,unemployed,low,single,0,rent,0,good,rural
31,bachelor,employed,high,married,0,owned,2_plus,good,suburban
33,postgraduate,employed,high,single,0,rent,2_plus,good,suburban
52,bachelor,retired,middle,married,2_plus,mortgage,2_plus,poor,rural
39,high_school,self_employed,middle,married,2_plus,owned,0,good,urban
30,postgraduate,self_employed,low,married,0,rent,0,poor,urban
43,bachelor,self_employed,middle,single,0,rent,0,good,urban
40,vocational,employed,middle,married,0,owned,1,fair,suburban
40,vocational,self_employed,low,single,0,rent,1,good,rural
51,bachelor,employed,high,married,2_plus,mortgage,0,poor,urban
44,high_school,employed,middle,married,1,owned,1,good,urban
48,high_school,employed,middle,married,0,mortgage,0,poor,urban
52,postgraduate,employed,middle,married,2_plus,mortgage,1,fair,suburban
32,vocational,employed,middle,single,0,owned,1,fair,suburban
19,bachelor,student,low,single,0,rent,0,good,suburban
35,bachelor,employed,high,married,2_plus,owned,1,good,suburban
23,bachelor,employed,middle,single,0,rent,1,good,urban
52,postgraduate,retired,middle,married,2_plus,owned,2_plus,good,urban
32,bachelor,unemployed,middle,separated,2_plus,rent,1,fair,urban
72,high_school,retired,low,separated,2_plus,owned,1,poor,urban
30,bachelor,employed,low,married,0,rent,0,fair,rural
64,high_school,self_employed,low,married,2_plus,owned,0,fair,rural
63,high_school,employed,low,single,2_plus,owned,0,fair,suburban
29,vocational,self_employed,middle,married,0,owned,2_plus,fair,rural
38,high_school,unemployed,low,single,0,rent,1,good,urban
27,high_school,employed,middle,single,0,rent,2_plus,good,urban
47,high_school,employed,middle,married,1,rent,1,good,urban
58,vocational,employed,middle,married,2_plus,owned,1,good,urban
52,vocational,employed,middle,married,1,mortgage,1,fair,urban
63,bachelor,retired,middle,married,2_plus,owned,2_plus,fair,suburban
34,high_school,unemployed,low,single,0,rent,0,poor,rural
49,postgraduate,employed,middle,single,1,mortgage,0,fair,urban
78,vocational,employed,middle,married,2_plus,mortgage,2_plus,poor,suburban
85,bachelor,retired,middle,separated,1,mortgage,1,poor,urban
22,high_school,unemployed,low,separated,0,rent,1,good,suburban
57,bachelor,employed,middle,single,0,owned,0,good,suburban
64,vocational,employed,middle,single,0,mortgage,1,fair,suburban
59,vocational,employed,low,married,0,owned,0,fair,urban
81,vocational,retired,middle,married,1,owned,0,fair,suburban
40,bachelor,self_employed,high,married,2_plus,mortgage,1,poor,urban
81,postgraduate,retired,low,married,2_plus,rent,1,poor,urban
49,vocational,employed,low,married,2_plus,mortgage,0,good,suburban
35,bachelor,employed,middle,single,1,mortgage,1,poor,suburban
58,vocational,employed,low,single,2_plus,mortgage,0,good,urban
40,high_school,retired,low,married,2_plus,rent,0,good,rural
50,postgraduate,employed,middle,separated,2_plus,mortgage,1,good,urban
51,vocational,employed,middle,married,2_plus,mortgage,1,good,urban
54,vocational,employed,middle,married,0,owned,1,good,urban
37,bachelor,employed,middle,separated,2_plus,mortgage,1,good,suburban
45,bachelor,employed,high,married,2_plus,mortgage,1,good,urban
27,high_school,employed,middle,married,1,rent,2_plus,good,suburban
31,bachelor,unemployed,low,married,0,rent,1,good,rural
83,vocational,self_employed,middle,married,1,rent,2_plus,fair,urban
75,postgraduate,retired,middle,separated,2_plus,owned,0,poor,suburban
36,high_school,employed,middle,married,1,rent,1,good,urban
25,vocational,student,low,married,1,rent,0,good,suburban
54,vocational,employed,middle,married,2_plus,owned,0,fair,suburban
56,high_school,employed,middle,married,2_plus,rent,1,good,urban
42,high_school,unemployed,low,married,1,owned,0,good,rural
39,vocational,employed,middle,single,0,rent,1,fair,urban
47,high_school,employed,middle,married,1,mortgage,0,good,urban
43,bachelor,employed,high,married,2_plus,owned,0,good,urban
85,high_school,retired,low,separated,2_plus,owned,1,fair,suburban
24,high_school,student,low,single,0,rent,0,good,suburban
45,high_school,employed,middle,married,2_plus,rent,2_plus,fair,suburban
35,high_school,employed,middle,separated,1,owned,1,good,urban
27,bachelor,employed,low,married,0,mortgage,0,good,suburban
80,bachelor,retired,middle,separated,2_plus,mortgage,2_plus,good,urban
58,postgraduate,employed,middle,married,2_plus,rent,2_plus,poor,suburban
64,postgraduate,employed,low,married,2_plus,mortgage,0,fair,urban
32,vocational,unemployed,low,married,2_plus,rent,1,good,rural
62,high_school,employed,middle,single,2_plus,mortgage,1,poor,urban
35,bachelor,employed,high,married,0,owned,2_plus,good,rural
39,bachelor,employed,low,married,2_plus,rent,1,good,suburban
79,postgraduate,employed,middle,married,2_plus,owned,1,poor,suburban
44,vocational,employed,middle,married,0,rent,0,good,urban
40,vocational,employed,middle,married,0,rent,0,good,suburban
68,bachelor,retired,low,separated,2_plus,owned,1,good,suburban
78,postgraduate,retired,middle,married,0,owned,1,fair,urban
36,vocational,self_employed,middle,single,0,rent,2_plus,good,rural
45,bachelor,employed,middle,married,2_plus,rent,1,good,suburban
47,vocational,employed,middle,single,0,owned,1,good,rural
60,high_school,employed,middle,married,1,rent,1,good,suburban
35,high_school,unemployed,middle,single,2_plus,owned,0,good,urban
57,bachelor,employed,middle,single,0,owned,1,good,suburban
54,bachelor,employed,middle,married,2_plus,mortgage,0,good,urban
30,vocational,employed,middle,married,0,rent,2_plus,good,rural
45,high_school,employed,low,married,2_plus,mortgage,0,fair,rural
26,postgraduate,employed,high,married,0,mortgage,2_plus,fair,rural
35,bachelor,employed,high,married,2_plus,owned,2_plus,good,suburban
57,vocational,employed,middle,single,0,owned,0,good,urban
59,bachelor,self_employed,high,single,0,rent,1,poor,urban
36,postgraduate,employed,middle,single,0,mortgage,0,good,suburban
63,vocational,employed,low,married,2_plus,owned,1,fair,suburban
75,vocational,employed,middle,married,2_plus,owned,0,poor,urban
24,high_school,unemployed,low,single,2_plus,rent,0,good,urban
43,vocational,employed,middle,single,2_plus,mortgage,1,fair,rural
45,bachelor,employed,high,married,2_plus,owned,1,fair,urban
32,vocational,employed,high,single,0,mortgage,1,good,urban
21,high_school,student,low,single,1,rent,1,good,suburban
73,vocational,retired,middle,separated,0,owned,2_plus,fair,suburban
79,vocational,retired,low,separated,2_plus,owned,1,fair,rural
65,bachelor,self_employed,low,single,0,owned,0,fair,urban
44,bachelor,employed,middle,married,2_plus,mortgage,1,good,suburban
21,bachelor,student,low,single,0,rent,2_plus,good,urban
26,high_school,employed,middle,single,0,rent,1,good,suburban
19,vocational,employed,low,single,0,rent,0,good,suburban
35,postgraduate,employed,low,single,0,owned,0,fair,rural
61,bachelor,employed,low,single,2_plus,owned,1,good,suburban
22,bachelor,student,low,single,0,mortgage,0,good,urban
55,bachelor,employed,middle,single,0,mortgage,0,good,rural
64,vocational,employed,high,single,0,mortgage,2_plus,fair,rural
40,bachelor,employed,high,married,1,mortgage,1,good,suburban
72,high_school,retired,low,married,2_plus,owned,1,fair,suburban
24,bachelor,student,low,single,1,rent,0,good,suburban
36,bachelor,employed,middle,married,2_plus,mortgage,1,good,urban
40,postgraduate,employed,middle,single,2_plus,rent,1,good,urban
50,high_school,retired,low,married,2_plus,owned,0,good,suburban
72,vocational,retired,middle,married,1,owned,2_plus,fair,urban
45,vocational,employed,middle,married,0,rent,1,fair,suburban
28,bachelor,employed,low,single,0,owned,1,fair,rural
42,vocational,employed,middle,married,1,rent,1,fair,suburban
21,vocational,student,low,single,0,rent,0,good,urban
50,bachelor,employed,middle,single,2_plus,owned,1,poor,suburban
36,vocational,employed,middle,married,0,mortgage,2_plus,good,rural
39,vocational,unemployed,low,married,2_plus,rent,0,fair,urban
58,high_school,self_employed,low,married,2_plus,rent,0,good,urban
18,high_school,employed,middle,single,0,rent,1,good,suburban
48,vocational,employed,middle,married,2_plus,owned,0,good,urban
83,postgraduate,retired,low,single,0,owned,0,fair,suburban
76,bachelor,retired,middle,separated,1,owned,1,good,suburban
80,vocational,retired,middle,married,0,owned,0,poor,suburban
61,vocational,self_employed,middle,married,2_plus,rent,0,poor,suburban
35,high_school,unemployed,low,single,0,owned,1,good,rural
64,vocational,unemployed,low,single,0,owned,0,good,suburban
35,high_school,unemployed,low,married,2_plus,owned,1,fair,rural
47,bachelor,unemployed,low,married,2_plus,owned,0,fair,suburban
62,vocational,employed,middle,single,1,owned,0,fair,urban
61,vocational,self_employed,high,married,2_plus,owned,2_plus,poor,rural
37,bachelor,employed,middle,married,0,mortgage,1,good,rural
23,bachelor,student,low,single,0,rent,0,good,urban
24,high_school,student,low,married,1,rent,1,good,suburban
62,vocational,employed,middle,single,0,mortgage,2_plus,good,suburban
45,high_school,employed,middle,single,1,mortgage,1,good,suburban
19,bachelor,student,low,single,0,rent,0,good,urban
30,vocational,employed,middle,single,0,rent,2_plus,good,rural
42,postgraduate,employed,middle,single,0,mortgage,1,good,urban
33,postgraduate,employed,low,married,0,rent,0,fair,urban
72,high_school,retired,middle,married,2_plus,owned,1,poor,rural
56,bachelor,employed,middle,separated,2_plus,owned,2_plus,good,suburban
38,high_school,employed,high,married,2_plus,mortgage,1,good,urban
42,postgraduate,employed,middle,single,1,mortgage,1,good,urban
30,vocational,employed,middle,married,0,rent,2_plus,fair,rural
21,bachelor,employed,low,separated,1,owned,0,good,suburban
54,bachelor,employed,middle,single,2_plus,mortgage,1,good,urban
76,bachelor,retired,low,separated,2_plus,owned,2_plus,poor,urban
59,high_school,employed,low,separated,2_plus,rent,0,good,suburban
26,high_school,employed,middle,single,1,rent,0,good,urban
58,high_school,retired,low,married,2_plus,owned,0,fair,rural
32,vocational,employed,middle,single,0,owned,1,fair,rural
51,postgraduate,self_employed,high,single,2_plus,owned,1,fair,suburban
31,bachelor,employed,high,single,2_plus,mortgage,2_plus,good,rural
56,postgraduate,employed,middle,single,0,mortgage,2_plus,fair,urban
63,postgraduate,employed,middle,single,0,mortgage,1,fair,rural
40,high_school,employed,middle,single,0,mortgage,1,fair,urban
54,vocational,employed,low,married,2_plus,rent,1,fair,urban
80,high_school,retired,low,married,2_plus,rent,0,poor,urban
48,bachelor,employed,high,married,0,owned,1,poor,suburban
51,high_school,employed,middle,married,0,owned,0,good,rural
26,postgraduate,employed,middle,married,2_plus,rent,0,good,suburban
26,bachelor,unemployed,low,single,1,rent,1,fair,urban
40,high_school,employed,middle,married,2_plus,mortgage,1,good,urban
57,high_school,retired,middle,single,0,owned,1,good,rural
76,high_school,retired,low,married,0,rent,1,good,urban
29,postgraduate,employed,middle,married,1,rent,2_plus,good,urban
63,vocational,retired,middle,single,1,rent,0,fair,urban
31,high_school,employed,middle,single,0,rent,1,good,rural
52,vocational,employed,middle,single,2_plus,owned,1,good,rural
20,vocational,student,low,single,0,rent,0,good,suburban
70,vocational,retired,middle,married,1,owned,2_plus,fair,suburban
52,bachelor,employed,middle,married,0,owned,0,good,urban
23,bachelor,employed,middle,single,0,rent,2_plus,fair,suburban
34,high_school,employed,high,single,0,owned,2_plus,fair,rural
56,vocational,unemployed,low,married,2_plus,rent,1,good,urban
53,vocational,employed,middle,married,0,owned,1,good,suburban
47,bachelor,employed,middle,married,2_plus,owned,1,good,urban
52,postgraduate,employed,high,single,0,rent,2_plus,fair,urban
37,bachelor,self_employed,high,married,2_plus,owned,2_plus,fair,urban
54,vocational,retired,low,single,1,mortgage,0,good,rural
55,vocational,employed,middle,single,0,owned,1,good,urban
55,bachelor,employed,high,separated,2_plus,owned,1,fair,urban
71,bachelor,employed,low,married,2_plus,owned,1,poor,urban
70,high_school,retired,middle,married,1,owned,1,fair,urban
